date,open,high,low,close,volume,oi
2024-06-12 09:15:00,50000.0,50079.85,50000.0,50072.0,1125,247605.0
2024-06-12 09:16:00,50076.85,50098.75,50052.8,50058.65,1260,247605.0
2024-06-12 09:17:00,50058.7,50073.8,50052.0,50052.0,615,247605.0
2024-06-12 09:18:00,50051.95,50058.9,50045.65,50049.85,495,248490.0
2024-06-12 09:19:00,50048.2,50051.7,50029.75,50044.5,450,248490.0
2024-06-12 09:20:00,50043.35,50043.35,50010.05,50010.05,1005,248490.0
2024-06-12 09:21:00,50011.65,50045.2,50005.85,50040.0,915,250065.0
2024-06-12 09:22:00,50048.0,50069.7,50033.6,50049.35,1110,250065.0
2024-06-12 09:23:00,50041.35,50050.0,50032.15,50040.65,225,250065.0
2024-06-12 09:24:00,50046.1,50060.0,50033.45,50060.0,105,250620.0
2024-06-12 09:25:00,50050.95,50083.6,50050.95,50065.65,465,250620.0
2024-06-12 09:26:00,50073.85,50092.4,50060.35,50065.2,270,250620.0
2024-06-12 09:27:00,50082.85,50085.9,50065.0,50065.2,300,250815.0
2024-06-12 09:28:00,50062.0,50070.0,50048.5,50048.5,1065,250815.0
2024-06-12 09:29:00,50055.35,50079.95,50048.1,50075.9,240,250815.0
2024-06-12 09:30:00,50069.05,50085.0,50068.05,50069.55,360,251895.0
2024-06-12 09:31:00,50065.0,50070.0,50035.5,50036.1,300,251895.0
2024-06-12 09:32:00,50040.0,50059.8,50030.0,50050.0,645,251895.0
2024-06-12 09:33:00,50036.1,50050.0,50034.05,50050.0,450,252345.0
2024-06-12 09:34:00,50057.55,50057.55,50035.4,50039.45,135,252345.0
2024-06-12 09:35:00,50037.25,50044.05,50037.25,50039.4,240,252345.0
2024-06-12 09:36:00,50032.95,50056.55,50032.5,50036.1,900,252855.0
2024-06-12 09:37:00,50041.05,50086.9,50041.05,50070.0,645,252855.0
2024-06-12 09:38:00,50064.05,50100.0,50056.05,50100.0,1815,252855.0
2024-06-12 09:39:00,50097.15,50099.7,50082.65,50097.1,240,253515.0
2024-06-12 09:40:00,50088.35,50123.5,50084.1,50122.0,1500,253515.0
2024-06-12 09:41:00,50122.0,50122.0,50109.0,50120.6,1485,253515.0
2024-06-12 09:42:00,50112.05,50130.0,50098.2,50130.0,585,253125.0
2024-06-12 09:43:00,50124.05,50133.6,50117.65,50132.55,270,253125.0
2024-06-12 09:44:00,50128.55,50142.15,50120.05,50138.1,480,253125.0
2024-06-12 09:45:00,50139.35,50158.15,50127.0,50158.15,1095,253740.0
2024-06-12 09:46:00,50159.3,50169.0,50148.4,50169.0,705,253740.0
2024-06-12 09:47:00,50169.0,50180.0,50158.7,50162.4,1275,253740.0
2024-06-12 09:48:00,50162.55,50182.65,50160.05,50177.65,990,254430.0
2024-06-12 09:49:00,50180.0,50188.75,50169.1,50180.0,600,254430.0
2024-06-12 09:50:00,50180.0,50207.6,50167.0,50203.35,2820,254430.0
2024-06-12 09:51:00,50216.0,50224.3,50197.0,50208.0,1245,256335.0
2024-06-12 09:52:00,50210.0,50231.95,50204.95,50231.95,675,256335.0
2024-06-12 09:53:00,50235.0,50237.0,50222.5,50230.0,1560,256335.0
2024-06-12 09:54:00,50237.35,50280.0,50234.15,50280.0,2670,258435.0
2024-06-12 09:55:00,50278.85,50280.0,50238.55,50268.65,1230,258435.0
2024-06-12 09:56:00,50270.35,50280.0,50250.0,50255.0,2295,258435.0
2024-06-12 09:57:00,50252.95,50342.95,50252.95,50317.75,4875,260355.0
2024-06-12 09:58:00,50321.9,50334.55,50318.2,50330.0,1680,260355.0
2024-06-12 09:59:00,50330.65,50360.0,50326.85,50354.9,3030,260355.0
2024-06-12 10:00:00,50361.65,50404.2,50337.55,50348.95,5385,263685.0
2024-06-12 10:01:00,50336.75,50350.0,50332.45,50350.0,1575,263685.0
2024-06-12 10:02:00,50343.65,50350.0,50333.2,50349.0,960,263685.0
2024-06-12 10:03:00,50350.0,50429.9,50350.0,50422.15,6120,264885.0
2024-06-12 10:04:00,50425.0,50461.75,50425.0,50448.0,5280,264885.0
2024-06-12 10:05:00,50450.0,50450.0,50401.3,50401.3,1995,264885.0
2024-06-12 10:06:00,50410.0,50433.0,50406.2,50411.3,1455,269820.0
2024-06-12 10:07:00,50418.65,50434.2,50404.45,50414.0,975,269820.0
2024-06-12 10:08:00,50423.6,50468.0,50417.8,50466.45,3735,269820.0
2024-06-12 10:09:00,50454.8,50462.65,50436.8,50441.25,675,272190.0
2024-06-12 10:10:00,50435.55,50442.1,50410.05,50418.1,1005,272190.0
2024-06-12 10:11:00,50419.55,50439.5,50415.4,50427.2,1290,272190.0
2024-06-12 10:12:00,50427.2,50451.5,50427.2,50451.5,1695,273345.0
2024-06-12 10:13:00,50447.25,50487.45,50435.6,50481.95,4575,273345.0
2024-06-12 10:14:00,50487.5,50490.35,50446.8,50446.8,1785,273345.0
2024-06-12 10:15:00,50446.5,50466.4,50420.2,50435.05,1335,275895.0
2024-06-12 10:16:00,50430.0,50432.45,50413.2,50427.1,1005,275895.0
2024-06-12 10:17:00,50426.3,50447.0,50413.0,50439.0,1020,275895.0
2024-06-12 10:18:00,50436.6,50436.6,50411.8,50422.05,645,277440.0
2024-06-12 10:19:00,50416.0,50420.2,50400.0,50406.75,2340,277440.0
2024-06-12 10:20:00,50390.3,50411.55,50380.0,50386.2,2295,277440.0
2024-06-12 10:21:00,50380.0,50405.65,50377.1,50402.95,1440,279870.0
2024-06-12 10:22:00,50397.3,50442.1,50397.3,50432.45,945,279870.0
2024-06-12 10:23:00,50432.2,50450.0,50423.05,50446.05,945,279870.0
2024-06-12 10:24:00,50446.05,50448.75,50427.0,50427.0,495,281100.0
2024-06-12 10:25:00,50434.45,50449.6,50427.2,50442.45,840,281100.0
2024-06-12 10:26:00,50442.4,50444.05,50427.2,50432.4,435,281100.0
2024-06-12 10:27:00,50437.0,50440.0,50419.75,50428.25,1125,282675.0
2024-06-12 10:28:00,50425.0,50445.0,50425.0,50445.0,810,282675.0
2024-06-12 10:29:00,50432.0,50442.7,50430.0,50438.2,390,282675.0
2024-06-12 10:30:00,50441.95,50449.7,50432.7,50444.25,600,284160.0
2024-06-12 10:31:00,50436.25,50436.25,50426.95,50436.0,510,284160.0
2024-06-12 10:32:00,50436.0,50439.75,50411.3,50415.45,660,284160.0
2024-06-12 10:33:00,50418.9,50428.8,50410.65,50422.7,585,284970.0
2024-06-12 10:34:00,50428.8,50436.1,50404.1,50404.1,1335,284970.0
2024-06-12 10:35:00,50401.2,50431.9,50395.0,50420.1,570,284970.0
2024-06-12 10:36:00,50426.05,50435.0,50414.0,50435.0,435,286110.0
2024-06-12 10:37:00,50424.1,50438.0,50418.3,50438.0,660,286110.0
2024-06-12 10:38:00,50440.0,50460.0,50440.0,50452.4,1005,286110.0
2024-06-12 10:39:00,50450.0,50458.05,50438.3,50457.25,720,287445.0
2024-06-12 10:40:00,50450.95,50460.7,50450.95,50453.85,1260,287445.0
2024-06-12 10:41:00,50451.95,50499.0,50450.0,50497.75,4605,287445.0
2024-06-12 10:42:00,50497.75,50500.0,50480.0,50486.95,3615,293235.0
2024-06-12 10:43:00,50480.0,50527.0,50475.0,50508.45,7890,293235.0
2024-06-12 10:44:00,50493.95,50547.0,50491.95,50525.8,6660,293235.0
2024-06-12 10:45:00,50535.35,50542.4,50513.7,50522.0,3570,289005.0
2024-06-12 10:46:00,50528.5,50540.0,50516.9,50520.75,2055,289005.0
2024-06-12 10:47:00,50530.25,50533.25,50502.9,50502.95,1485,289005.0
2024-06-12 10:48:00,50514.45,50522.0,50497.5,50515.0,1260,289305.0
2024-06-12 10:49:00,50518.65,50521.25,50488.25,50495.05,750,289305.0
2024-06-12 10:50:00,50489.75,50501.05,50476.8,50499.0,1200,289305.0
2024-06-12 10:51:00,50502.0,50502.0,50485.5,50495.8,615,289980.0
2024-06-12 10:52:00,50497.95,50502.85,50487.65,50495.9,930,289980.0
2024-06-12 10:53:00,50487.0,50512.95,50487.0,50507.05,495,289980.0
2024-06-12 10:54:00,50519.75,50521.45,50504.35,50515.0,315,290745.0
2024-06-12 10:55:00,50500.0,50500.45,50497.05,50500.0,1560,290745.0
2024-06-12 10:56:00,50497.0,50520.0,50497.0,50509.35,525,290745.0
2024-06-12 10:57:00,50505.0,50505.0,50483.6,50499.2,600,291045.0
2024-06-12 10:58:00,50500.0,50512.95,50485.4,50498.0,795,291045.0
2024-06-12 10:59:00,50486.05,50489.75,50470.5,50487.75,885,291045.0
2024-06-12 11:00:00,50491.35,50494.0,50475.15,50479.95,1305,291465.0
2024-06-12 11:01:00,50470.2,50498.0,50470.2,50489.6,990,291465.0
2024-06-12 11:02:00,50476.0,50476.0,50456.2,50467.8,480,291465.0
2024-06-12 11:03:00,50470.0,50470.0,50441.15,50451.25,510,292170.0
2024-06-12 11:04:00,50453.3,50462.3,50441.4,50450.4,300,292170.0
2024-06-12 11:05:00,50464.25,50471.9,50450.0,50471.9,570,292170.0
2024-06-12 11:06:00,50452.35,50463.95,50448.15,50463.95,780,292380.0
2024-06-12 11:07:00,50454.1,50473.75,50450.0,50465.1,600,292380.0
2024-06-12 11:08:00,50469.0,50480.0,50449.8,50449.8,810,292380.0
2024-06-12 11:09:00,50450.0,50450.0,50435.0,50449.4,1245,292935.0
2024-06-12 11:10:00,50456.4,50456.4,50437.0,50437.0,195,292935.0
2024-06-12 11:11:00,50439.7,50461.25,50439.7,50460.3,420,292935.0
2024-06-12 11:12:00,50467.4,50471.0,50459.95,50466.0,225,293160.0
2024-06-12 11:13:00,50464.4,50464.85,50450.75,50450.75,90,293160.0
2024-06-12 11:14:00,50451.6,50457.45,50441.55,50457.45,255,293160.0
2024-06-12 11:15:00,50464.4,50464.4,50450.1,50450.1,105,293280.0
2024-06-12 11:16:00,50441.0,50459.4,50435.15,50447.0,555,293280.0
2024-06-12 11:17:00,50440.45,50450.0,50435.75,50435.75,390,293280.0
2024-06-12 11:18:00,50435.75,50443.0,50435.75,50441.35,225,293280.0
2024-06-12 11:19:00,50440.05,50440.1,50430.0,50430.0,225,292965.0
2024-06-12 11:20:00,50428.5,50436.1,50427.0,50434.65,330,292965.0
2024-06-12 11:21:00,50433.05,50443.15,50428.5,50432.0,210,293190.0
2024-06-12 11:22:00,50435.2,50443.65,50435.2,50442.0,240,293190.0
2024-06-12 11:23:00,50442.0,50450.0,50437.2,50437.2,225,293190.0
2024-06-12 11:24:00,50426.0,50435.45,50425.0,50435.45,315,293340.0
2024-06-12 11:25:00,50443.05,50443.45,50435.25,50440.65,150,293340.0
2024-06-12 11:26:00,50443.75,50444.25,50428.05,50428.05,105,293340.0
2024-06-12 11:27:00,50428.4,50430.65,50380.0,50380.0,1005,293250.0
2024-06-12 11:28:00,50375.0,50377.8,50320.0,50340.0,3840,293250.0
2024-06-12 11:29:00,50337.0,50350.0,50321.8,50333.0,960,293250.0
2024-06-12 11:30:00,50321.0,50339.7,50282.05,50283.45,1860,291255.0
2024-06-12 11:31:00,50290.0,50316.75,50282.0,50314.25,1005,291255.0
2024-06-12 11:32:00,50325.5,50333.9,50321.0,50321.0,495,291255.0
2024-06-12 11:33:00,50326.95,50341.95,50312.7,50339.3,510,290970.0
2024-06-12 11:34:00,50335.0,50351.1,50330.0,50332.5,1590,290970.0
2024-06-12 11:35:00,50339.0,50344.1,50337.15,50340.0,345,290970.0
2024-06-12 11:36:00,50342.8,50343.65,50330.0,50331.15,540,291375.0
2024-06-12 11:37:00,50330.0,50330.0,50315.0,50315.0,180,291375.0
2024-06-12 11:38:00,50315.0,50323.9,50315.0,50323.9,255,291375.0
2024-06-12 11:39:00,50323.95,50323.95,50284.95,50314.55,1590,290715.0
2024-06-12 11:40:00,50304.1,50318.1,50302.1,50304.1,405,290715.0
2024-06-12 11:41:00,50307.15,50313.2,50302.1,50310.0,180,290715.0
2024-06-12 11:42:00,50326.3,50330.0,50314.45,50330.0,105,290490.0
2024-06-12 11:43:00,50335.5,50350.35,50335.5,50350.35,90,290490.0
2024-06-12 11:44:00,50349.7,50350.0,50338.55,50338.55,135,290490.0
2024-06-12 11:45:00,50344.95,50345.35,50344.95,50345.35,60,290490.0
2024-06-12 11:46:00,50350.0,50365.0,50350.0,50357.2,180,290490.0
2024-06-12 11:47:00,50368.0,50370.0,50360.0,50362.0,330,290490.0
2024-06-12 11:48:00,50362.0,50365.0,50359.95,50362.15,210,290850.0
2024-06-12 11:49:00,50353.9,50356.7,50350.0,50350.0,315,290850.0
2024-06-12 11:50:00,50360.0,50360.0,50360.0,50360.0,30,290850.0
2024-06-12 11:51:00,50351.0,50353.25,50340.95,50343.3,195,290625.0
2024-06-12 11:52:00,50341.85,50370.0,50341.85,50364.1,135,290625.0
2024-06-12 11:53:00,50378.3,50378.3,50367.0,50367.0,105,290625.0
2024-06-12 11:54:00,50372.65,50372.65,50362.95,50370.55,150,290670.0
2024-06-12 11:55:00,50362.95,50373.0,50362.95,50373.0,945,290670.0
2024-06-12 11:56:00,50371.8,50371.8,50361.7,50361.7,45,290670.0
2024-06-12 11:57:00,50368.05,50368.95,50364.9,50364.9,45,290790.0
2024-06-12 11:58:00,50367.65,50394.05,50367.5,50394.0,225,290790.0
2024-06-12 11:59:00,50392.05,50399.0,50386.8,50386.8,120,290790.0
2024-06-12 12:00:00,50386.8,50386.8,50371.0,50371.0,135,290925.0
2024-06-12 12:01:00,50371.0,50371.0,50371.0,50371.0,0,290925.0
2024-06-12 12:02:00,50362.0,50384.65,50358.8,50358.8,210,290925.0
2024-06-12 12:03:00,50357.85,50358.85,50356.95,50358.85,75,290955.0
2024-06-12 12:04:00,50358.85,50365.95,50355.0,50365.9,465,290955.0
2024-06-12 12:05:00,50353.0,50360.0,50348.3,50360.0,180,290955.0
2024-06-12 12:06:00,50356.15,50356.15,50356.15,50356.15,15,290955.0
2024-06-12 12:07:00,50350.0,50356.5,50342.9,50356.5,225,290640.0
