instrument_key,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,option_type,exchange
NSE_FO|46620,46620.0,NIFTYNXT5024AUG61300PE,,298.45,2024-08-30,61300.0,0.05,10.0,OPTIDX,PE,NSE_FO
NSE_FO|46621,46621.0,NIFTYNXT5024AUG61400CE,,7519.35,2024-08-30,61400.0,0.05,10.0,OPTIDX,CE,NSE_FO
NSE_FO|46622,46622.0,NIFTYNXT5024AUG61400PE,,309.9,2024-08-30,61400.0,0.05,10.0,OPTIDX,PE,NSE_FO
NSE_FO|46624,46624.0,MIDCPNIFTY24JUN10825CE,,309.05,2024-06-24,10825.0,0.05,75.0,OPTIDX,CE,NSE_FO
NSE_FO|46625,46625.0,MIDCPNIFTY24JUN10825PE,,0.8,2024-06-24,10825.0,0.05,75.0,OPTIDX,PE,NSE_FO
NSE_FO|46626,46626.0,MIDCPNIFTY24JUN10850CE,,304.25,2024-06-24,10850.0,0.05,75.0,OPTIDX,CE,NSE_FO
NSE_FO|46627,46627.0,MIDCPNIFTY24JUN10850PE,,0.8,2024-06-24,10850.0,0.05,75.0,OPTIDX,PE,NSE_FO
NSE_FO|46629,46629.0,NIFTYNXT5024AUG61500CE,,7432.9,2024-08-30,61500.0,0.05,10.0,OPTIDX,CE,NSE_FO
NSE_FO|46630,46630.0,NIFTYNXT5024AUG61500PE,,321.75,2024-08-30,61500.0,0.05,10.0,OPTIDX,PE,NSE_FO
NSE_FO|46631,46631.0,NIFTYNXT5024AUG61600CE,,7346.85,2024-08-30,61600.0,0.05,10.0,OPTIDX,CE,NSE_FO
NSE_FO|46632,46632.0,NIFTYNXT5024AUG61600PE,,333.9,2024-08-30,61600.0,0.05,10.0,OPTIDX,PE,NSE_FO
NSE_FO|46633,46633.0,NIFTYNXT5024AUG61700CE,,7261.1,2024-08-30,61700.0,0.05,10.0,OPTIDX,CE,NSE_FO
NSE_FO|46641,46641.0,MIDCPNIFTY24JUN10875CE,,294.85,2024-06-24,10875.0,0.05,75.0,OPTIDX,CE,NSE_FO
NSE_FO|46642,46642.0,MIDCPNIFTY24JUN10875PE,,1.05,2024-06-24,10875.0,0.05,75.0,OPTIDX,PE,NSE_FO
NSE_FO|46643,46643.0,MIDCPNIFTY24JUN10900CE,,285.7,2024-06-24,10900.0,0.05,75.0,OPTIDX,CE,NSE_FO
NSE_FO|46644,46644.0,MIDCPNIFTY24JUN10900PE,,1.0,2024-06-24,10900.0,0.05,75.0,OPTIDX,PE,NSE_FO
NSE_FO|46649,46649.0,NIFTYNXT5024AUG61700PE,,346.4,2024-08-30,61700.0,0.05,10.0,OPTIDX,PE,NSE_FO
NSE_FO|46652,46652.0,NIFTYNXT5024AUG61800CE,,7175.75,2024-08-30,61800.0,0.05,10.0,OPTIDX,CE,NSE_FO
NSE_FO|46653,46653.0,NIFTYNXT5024AUG61800PE,,359.3,2024-08-30,61800.0,0.05,10.0,OPTIDX,PE,NSE_FO
NSE_FO|46654,46654.0,NIFTYNXT5024AUG61900CE,,7090.75,2024-08-30,61900.0,0.05,10.0,OPTIDX,CE,NSE_FO
NSE_FO|46657,46657.0,MIDCPNIFTY24JUN10925CE,,276.75,2024-06-24,10925.0,0.05,75.0,OPTIDX,CE,NSE_FO
NSE_FO|46658,46658.0,MIDCPNIFTY24JUN10925PE,,1.05,2024-06-24,10925.0,0.05,75.0,OPTIDX,PE,NSE_FO
NSE_FO|46659,46659.0,NIFTYNXT5024AUG61900PE,,372.55,2024-08-30,61900.0,0.05,10.0,OPTIDX,PE,NSE_FO
NSE_FO|46660,46660.0,NIFTYNXT5024AUG62000CE,,7006.15,2024-08-30,62000.0,0.05,10.0,OPTIDX,CE,NSE_FO
NSE_FO|46661,46661.0,NIFTYNXT5024AUG62000PE,,386.15,2024-08-30,62000.0,0.05,10.0,OPTIDX,PE,NSE_FO
NSE_FO|46662,46662.0,NIFTYNXT5024AUG62100CE,,6921.95,2024-08-30,62100.0,0.05,10.0,OPTIDX,CE,NSE_FO
NSE_FO|46663,46663.0,MIDCPNIFTY24JUN10950CE,,547.6,2024-06-24,10950.0,0.05,75.0,OPTIDX,CE,NSE_FO
NSE_FO|46664,46664.0,NIFTYNXT5024AUG62100PE,,400.15,2024-08-30,62100.0,0.05,10.0,OPTIDX,PE,NSE_FO
NSE_FO|46667,46667.0,MIDCPNIFTY24JUN10950PE,,1.15,2024-06-24,10950.0,0.05,75.0,OPTIDX,PE,NSE_FO
NSE_FO|46669,46669.0,NIFTYNXT5024AUG62200CE,,6838.1,2024-08-30,62200.0,0.05,10.0,OPTIDX,CE,NSE_FO
NSE_FO|46670,46670.0,NIFTYNXT5024AUG62200PE,,414.55,2024-08-30,62200.0,0.05,10.0,OPTIDX,PE,NSE_FO
NSE_FO|46676,46676.0,MIDCPNIFTY24JUN10975CE,,259.45,2024-06-24,10975.0,0.05,75.0,OPTIDX,CE,NSE_FO
NSE_FO|46678,46678.0,MIDCPNIFTY24JUN10975PE,,1.0,2024-06-24,10975.0,0.05,75.0,OPTIDX,PE,NSE_FO
NSE_FO|46681,46681.0,NIFTYNXT5024AUG62300CE,,6754.65,2024-08-30,62300.0,0.05,10.0,OPTIDX,CE,NSE_FO
NSE_FO|46687,46687.0,NIFTYNXT5024AUG62300PE,,429.35,2024-08-30,62300.0,0.05,10.0,OPTIDX,PE,NSE_FO
NSE_FO|46689,46689.0,NIFTYNXT5024AUG62400CE,,6671.6,2024-08-30,62400.0,0.05,10.0,OPTIDX,CE,NSE_FO
NSE_FO|46690,46690.0,MIDCPNIFTY24JUN11000CE,,1045.1,2024-06-24,11000.0,0.05,75.0,OPTIDX,CE,NSE_FO
NSE_FO|46691,46691.0,MIDCPNIFTY24JUN11000PE,,1.2,2024-06-24,11000.0,0.05,75.0,OPTIDX,PE,NSE_FO
NSE_FO|46693,46693.0,MIDCPNIFTY24JUN11025CE,,243.0,2024-06-24,11025.0,0.05,75.0,OPTIDX,CE,NSE_FO
NSE_FO|46694,46694.0,MIDCPNIFTY24JUN11025PE,,663.0,2024-06-24,11025.0,0.05,75.0,OPTIDX,PE,NSE_FO
NSE_FO|46695,46695.0,MIDCPNIFTY24JUN11050CE,,235.1,2024-06-24,11050.0,0.05,75.0,OPTIDX,CE,NSE_FO
NSE_FO|46696,46696.0,MIDCPNIFTY24JUN11050PE,,1.15,2024-06-24,11050.0,0.05,75.0,OPTIDX,PE,NSE_FO
NSE_FO|46697,46697.0,NIFTYNXT5024AUG62400PE,,444.55,2024-08-30,62400.0,0.05,10.0,OPTIDX,PE,NSE_FO
NSE_FO|46698,46698.0,NIFTYNXT5024AUG62500CE,,6589.0,2024-08-30,62500.0,0.05,10.0,OPTIDX,CE,NSE_FO
NSE_FO|46701,46701.0,NIFTYNXT5024AUG62500PE,,460.2,2024-08-30,62500.0,0.05,10.0,OPTIDX,PE,NSE_FO
NSE_FO|46702,46702.0,NIFTYNXT5024AUG62600CE,,6506.8,2024-08-30,62600.0,0.05,10.0,OPTIDX,CE,NSE_FO
NSE_FO|46704,46704.0,NIFTYNXT5024AUG62600PE,,476.2,2024-08-30,62600.0,0.05,10.0,OPTIDX,PE,NSE_FO
NSE_FO|46705,46705.0,NIFTYNXT5024AUG62700CE,,6425.0,2024-08-30,62700.0,0.05,10.0,OPTIDX,CE,NSE_FO
NSE_FO|46706,46706.0,NIFTYNXT5024AUG62700PE,,492.65,2024-08-30,62700.0,0.05,10.0,OPTIDX,PE,NSE_FO
NSE_FO|46707,46707.0,NIFTYNXT5024AUG62800CE,,6343.65,2024-08-30,62800.0,0.05,10.0,OPTIDX,CE,NSE_FO
NSE_FO|46708,46708.0,NIFTYNXT5024AUG62800PE,,509.55,2024-08-30,62800.0,0.05,10.0,OPTIDX,PE,NSE_FO
NSE_FO|46717,46717.0,NIFTYNXT5024AUG62900CE,,6262.75,2024-08-30,62900.0,0.05,10.0,OPTIDX,CE,NSE_FO
NSE_FO|46719,46719.0,NIFTYNXT5024AUG62900PE,,526.85,2024-08-30,62900.0,0.05,10.0,OPTIDX,PE,NSE_FO
NSE_FO|46720,46720.0,NIFTYNXT5024AUG63000CE,,6182.25,2024-08-30,63000.0,0.05,10.0,OPTIDX,CE,NSE_FO
NSE_FO|46721,46721.0,NIFTYNXT5024AUG63000PE,,544.65,2024-08-30,63000.0,0.05,10.0,OPTIDX,PE,NSE_FO
NSE_FO|46722,46722.0,NIFTYNXT5024AUG63100CE,,6102.25,2024-08-30,63100.0,0.05,10.0,OPTIDX,CE,NSE_FO
NSE_FO|46730,46730.0,MIDCPNIFTY24JUN11075CE,,227.35,2024-06-24,11075.0,0.05,75.0,OPTIDX,CE,NSE_FO
NSE_FO|46731,46731.0,NIFTYNXT5024AUG63100PE,,562.85,2024-08-30,63100.0,0.05,10.0,OPTIDX,PE,NSE_FO
NSE_FO|46732,46732.0,NIFTYNXT5024AUG63200CE,,6022.65,2024-08-30,63200.0,0.05,10.0,OPTIDX,CE,NSE_FO
NSE_FO|46735,46735.0,MIDCPNIFTY24JUN11075PE,,1.3,2024-06-24,11075.0,0.05,75.0,OPTIDX,PE,NSE_FO
NSE_FO|46736,46736.0,MIDCPNIFTY24JUN11100CE,,219.85,2024-06-24,11100.0,0.05,75.0,OPTIDX,CE,NSE_FO
NSE_FO|46737,46737.0,MIDCPNIFTY24JUN11100PE,,1.25,2024-06-24,11100.0,0.05,75.0,OPTIDX,PE,NSE_FO
NSE_FO|46743,46743.0,NIFTYNXT5024AUG63200PE,,581.5,2024-08-30,63200.0,0.05,10.0,OPTIDX,PE,NSE_FO
NSE_FO|46744,46744.0,NIFTYNXT5024AUG63300CE,,5943.55,2024-08-30,63300.0,0.05,10.0,OPTIDX,CE,NSE_FO
NSE_FO|46745,46745.0,NIFTYNXT5024AUG63300PE,,600.65,2024-08-30,63300.0,0.05,10.0,OPTIDX,PE,NSE_FO
NSE_FO|46746,46746.0,NIFTYNXT5024AUG63400CE,,5864.9,2024-08-30,63400.0,0.05,10.0,OPTIDX,CE,NSE_FO
NSE_FO|46750,46750.0,MIDCPNIFTY24JUN11125CE,,869.6,2024-06-24,11125.0,0.05,75.0,OPTIDX,CE,NSE_FO
NSE_FO|46751,46751.0,MIDCPNIFTY24JUN11125PE,,1.2,2024-06-24,11125.0,0.05,75.0,OPTIDX,PE,NSE_FO
NSE_FO|46752,46752.0,MIDCPNIFTY24JUN11150CE,,456.8,2024-06-24,11150.0,0.05,75.0,OPTIDX,CE,NSE_FO
NSE_FO|46758,46758.0,NIFTYNXT5024AUG63400PE,,620.25,2024-08-30,63400.0,0.05,10.0,OPTIDX,PE,NSE_FO
NSE_FO|46759,46759.0,MIDCPNIFTY24JUN11150PE,,1.3,2024-06-24,11150.0,0.05,75.0,OPTIDX,PE,NSE_FO
NSE_FO|46760,46760.0,MIDCPNIFTY24JUN11175CE,,252.5,2024-06-24,11175.0,0.05,75.0,OPTIDX,CE,NSE_FO
NSE_FO|46761,46761.0,MIDCPNIFTY24JUN11175PE,,765.65,2024-06-24,11175.0,0.05,75.0,OPTIDX,PE,NSE_FO
NSE_FO|46762,46762.0,MIDCPNIFTY24JUN11200CE,,825.0,2024-06-24,11200.0,0.05,75.0,OPTIDX,CE,NSE_FO
NSE_FO|46763,46763.0,NIFTYNXT5024AUG63500CE,,5786.75,2024-08-30,63500.0,0.05,10.0,OPTIDX,CE,NSE_FO
NSE_FO|46764,46764.0,NIFTYNXT5024AUG63500PE,,640.3,2024-08-30,63500.0,0.05,10.0,OPTIDX,PE,NSE_FO
NSE_FO|46765,46765.0,NIFTYNXT5024AUG63600CE,,5709.05,2024-08-30,63600.0,0.05,10.0,OPTIDX,CE,NSE_FO
NSE_FO|46766,46766.0,NIFTYNXT5024AUG63600PE,,660.85,2024-08-30,63600.0,0.05,10.0,OPTIDX,PE,NSE_FO
NSE_FO|46767,46767.0,NIFTYNXT5024AUG63700CE,,5631.85,2024-08-30,63700.0,0.05,10.0,OPTIDX,CE,NSE_FO
NSE_FO|46768,46768.0,NIFTYNXT5024AUG63700PE,,681.9,2024-08-30,63700.0,0.05,10.0,OPTIDX,PE,NSE_FO
NSE_FO|46769,46769.0,MIDCPNIFTY24JUN11200PE,,1.45,2024-06-24,11200.0,0.05,75.0,OPTIDX,PE,NSE_FO
NSE_FO|46770,46770.0,MIDCPNIFTY24JUN11225CE,,185.05,2024-06-24,11225.0,0.05,75.0,OPTIDX,CE,NSE_FO
NSE_FO|46771,46771.0,MIDCPNIFTY24JUN11225PE,,1.55,2024-06-24,11225.0,0.05,75.0,OPTIDX,PE,NSE_FO
NSE_FO|46772,46772.0,MIDCPNIFTY24JUN11250CE,,178.65,2024-06-24,11250.0,0.05,75.0,OPTIDX,CE,NSE_FO
NSE_FO|46773,46773.0,NIFTYNXT5024AUG63800CE,,5555.1,2024-08-30,63800.0,0.05,10.0,OPTIDX,CE,NSE_FO
NSE_FO|46775,46775.0,MIDCPNIFTY24JUN11250PE,,1.6,2024-06-24,11250.0,0.05,75.0,OPTIDX,PE,NSE_FO
NSE_FO|46777,46777.0,MIDCPNIFTY24JUN11275CE,,172.9,2024-06-24,11275.0,0.05,75.0,OPTIDX,CE,NSE_FO
NSE_FO|46778,46778.0,MIDCPNIFTY24JUN11275PE,,1.75,2024-06-24,11275.0,0.05,75.0,OPTIDX,PE,NSE_FO
NSE_FO|46784,46784.0,NIFTYNXT5024AUG63800PE,,703.4,2024-08-30,63800.0,0.05,10.0,OPTIDX,PE,NSE_FO
NSE_FO|46785,46785.0,NIFTYNXT5024AUG63900CE,,5478.9,2024-08-30,63900.0,0.05,10.0,OPTIDX,CE,NSE_FO
NSE_FO|46794,46794.0,MIDCPNIFTY24JUN11300CE,,166.9,2024-06-24,11300.0,0.05,75.0,OPTIDX,CE,NSE_FO
NSE_FO|46795,46795.0,MIDCPNIFTY24JUN11300PE,,1.8,2024-06-24,11300.0,0.05,75.0,OPTIDX,PE,NSE_FO
NSE_FO|46804,46804.0,NIFTYNXT5024AUG63900PE,,725.45,2024-08-30,63900.0,0.05,10.0,OPTIDX,PE,NSE_FO
NSE_FO|46807,46807.0,NIFTYNXT5024AUG64000CE,,5403.2,2024-08-30,64000.0,0.05,10.0,OPTIDX,CE,NSE_FO
NSE_FO|46808,46808.0,NIFTYNXT5024AUG64000PE,,747.95,2024-08-30,64000.0,0.05,10.0,OPTIDX,PE,NSE_FO
NSE_FO|46809,46809.0,NIFTYNXT5024AUG64100CE,,5328.0,2024-08-30,64100.0,0.05,10.0,OPTIDX,CE,NSE_FO
NSE_FO|46810,46810.0,NIFTYNXT5024AUG64100PE,,771.0,2024-08-30,64100.0,0.05,10.0,OPTIDX,PE,NSE_FO
NSE_FO|46811,46811.0,NIFTYNXT5024AUG64200CE,,5253.3,2024-08-30,64200.0,0.05,10.0,OPTIDX,CE,NSE_FO
NSE_FO|46812,46812.0,MIDCPNIFTY24JUN11325CE,,161.05,2024-06-24,11325.0,0.05,75.0,OPTIDX,CE,NSE_FO
NSE_FO|46813,46813.0,MIDCPNIFTY24JUN11325PE,,1.75,2024-06-24,11325.0,0.05,75.0,OPTIDX,PE,NSE_FO
NSE_FO|46815,46815.0,MIDCPNIFTY24JUN11350CE,,538.65,2024-06-24,11350.0,0.05,75.0,OPTIDX,CE,NSE_FO
NSE_FO|46816,46816.0,MIDCPNIFTY24JUN11350PE,,1.95,2024-06-24,11350.0,0.05,75.0,OPTIDX,PE,NSE_FO
NSE_FO|46817,46817.0,NIFTYNXT5024AUG64200PE,,794.55,2024-08-30,64200.0,0.05,10.0,OPTIDX,PE,NSE_FO
NSE_FO|46818,46818.0,MIDCPNIFTY24JUN11375CE,,730.8,2024-06-24,11375.0,0.05,75.0,OPTIDX,CE,NSE_FO
NSE_FO|46819,46819.0,NIFTYNXT5024AUG64300CE,,5179.15,2024-08-30,64300.0,0.05,10.0,OPTIDX,CE,NSE_FO
NSE_FO|46822,46822.0,MIDCPNIFTY24JUN11375PE,,2.05,2024-06-24,11375.0,0.05,75.0,OPTIDX,PE,NSE_FO
NSE_FO|46824,46824.0,MIDCPNIFTY24JUN11400CE,,503.0,2024-06-24,11400.0,0.05,75.0,OPTIDX,CE,NSE_FO
NSE_FO|46825,46825.0,MIDCPNIFTY24JUN11400PE,,2.2,2024-06-24,11400.0,0.05,75.0,OPTIDX,PE,NSE_FO
NSE_FO|46826,46826.0,MIDCPNIFTY24JUN11425CE,,138.85,2024-06-24,11425.0,0.05,75.0,OPTIDX,CE,NSE_FO
NSE_FO|46827,46827.0,MIDCPNIFTY24JUN11425PE,,2.35,2024-06-24,11425.0,0.05,75.0,OPTIDX,PE,NSE_FO
NSE_FO|46828,46828.0,MIDCPNIFTY24JUN11450CE,,133.8,2024-06-24,11450.0,0.05,75.0,OPTIDX,CE,NSE_FO
NSE_FO|46829,46829.0,MIDCPNIFTY24JUN11450PE,,2.55,2024-06-24,11450.0,0.05,75.0,OPTIDX,PE,NSE_FO
NSE_FO|46830,46830.0,MIDCPNIFTY24JUN11475CE,,128.9,2024-06-24,11475.0,0.05,75.0,OPTIDX,CE,NSE_FO
NSE_FO|46831,46831.0,MIDCPNIFTY24JUN11475PE,,2.9,2024-06-24,11475.0,0.05,75.0,OPTIDX,PE,NSE_FO
NSE_FO|46847,46847.0,NIFTYNXT5024AUG64300PE,,818.6,2024-08-30,64300.0,0.05,10.0,OPTIDX,PE,NSE_FO
NSE_FO|46848,46848.0,NIFTYNXT5024AUG64400CE,,5105.5,2024-08-30,64400.0,0.05,10.0,OPTIDX,CE,NSE_FO
NSE_FO|46850,46850.0,NIFTYNXT5024AUG64400PE,,843.2,2024-08-30,64400.0,0.05,10.0,OPTIDX,PE,NSE_FO
NSE_FO|46851,46851.0,NIFTYNXT5024AUG64500CE,,5034.8,2024-08-30,64500.0,0.05,10.0,OPTIDX,CE,NSE_FO
NSE_FO|46852,46852.0,NIFTYNXT5024AUG64500PE,,870.75,2024-08-30,64500.0,0.05,10.0,OPTIDX,PE,NSE_FO
NSE_FO|46853,46853.0,NIFTYNXT5024AUG64600CE,,4962.1,2024-08-30,64600.0,0.05,10.0,OPTIDX,CE,NSE_FO
NSE_FO|46856,46856.0,NIFTYNXT5024AUG64600PE,,896.3,2024-08-30,64600.0,0.05,10.0,OPTIDX,PE,NSE_FO
NSE_FO|46865,46865.0,NIFTYNXT5024AUG64700CE,,4889.9,2024-08-30,64700.0,0.05,10.0,OPTIDX,CE,NSE_FO
NSE_FO|46867,46867.0,MIDCPNIFTY24JUN11500CE,,617.65,2024-06-24,11500.0,0.05,75.0,OPTIDX,CE,NSE_FO
NSE_FO|46868,46868.0,MIDCPNIFTY24JUN11500PE,,3.25,2024-06-24,11500.0,0.05,75.0,OPTIDX,PE,NSE_FO
NSE_FO|46874,46874.0,MIDCPNIFTY24JUN11525CE,,119.5,2024-06-24,11525.0,0.05,75.0,OPTIDX,CE,NSE_FO
NSE_FO|46876,46876.0,NIFTYNXT5024AUG64700PE,,922.35,2024-08-30,64700.0,0.05,10.0,OPTIDX,PE,NSE_FO
NSE_FO|46877,46877.0,MIDCPNIFTY24JUN11525PE,,3.45,2024-06-24,11525.0,0.05,75.0,OPTIDX,PE,NSE_FO
NSE_FO|46878,46878.0,NIFTYNXT5024AUG64800CE,,4818.25,2024-08-30,64800.0,0.05,10.0,OPTIDX,CE,NSE_FO
NSE_FO|46879,46879.0,MIDCPNIFTY24JUN11550CE,,423.3,2024-06-24,11550.0,0.05,75.0,OPTIDX,CE,NSE_FO
NSE_FO|46880,46880.0,MIDCPNIFTY24JUN11550PE,,3.75,2024-06-24,11550.0,0.05,75.0,OPTIDX,PE,NSE_FO
NSE_FO|46882,46882.0,NIFTYNXT5024AUG64800PE,,948.9,2024-08-30,64800.0,0.05,10.0,OPTIDX,PE,NSE_FO
NSE_FO|46883,46883.0,MIDCPNIFTY24JUN11575CE,,520.15,2024-06-24,11575.0,0.05,75.0,OPTIDX,CE,NSE_FO
NSE_FO|46884,46884.0,NIFTYNXT5024AUG64900CE,,4747.15,2024-08-30,64900.0,0.05,10.0,OPTIDX,CE,NSE_FO
NSE_FO|46885,46885.0,NIFTYNXT5024AUG64900PE,,976.05,2024-08-30,64900.0,0.05,10.0,OPTIDX,PE,NSE_FO
NSE_FO|46886,46886.0,MIDCPNIFTY24JUN11575PE,,4.35,2024-06-24,11575.0,0.05,75.0,OPTIDX,PE,NSE_FO
NSE_FO|46887,46887.0,NIFTYNXT5024AUG65000CE,,4673.95,2024-08-30,65000.0,0.05,10.0,OPTIDX,CE,NSE_FO
NSE_FO|46896,46896.0,NIFTYNXT5024AUG65000PE,,1001.1,2024-08-30,65000.0,0.05,10.0,OPTIDX,PE,NSE_FO
NSE_FO|46897,46897.0,NIFTYNXT5024AUG65100CE,,4604.15,2024-08-30,65100.0,0.05,10.0,OPTIDX,CE,NSE_FO
NSE_FO|46898,46898.0,NIFTYNXT5024AUG65100PE,,1029.55,2024-08-30,65100.0,0.05,10.0,OPTIDX,PE,NSE_FO
NSE_FO|46899,46899.0,NIFTYNXT5024AUG65200CE,,4534.9,2024-08-30,65200.0,0.05,10.0,OPTIDX,CE,NSE_FO
NSE_FO|46900,46900.0,MIDCPNIFTY24JUN11600CE,,514.3,2024-06-24,11600.0,0.05,75.0,OPTIDX,CE,NSE_FO
NSE_FO|46901,46901.0,MIDCPNIFTY24JUN11600PE,,5.0,2024-06-24,11600.0,0.05,75.0,OPTIDX,PE,NSE_FO
NSE_FO|46906,46906.0,NIFTYNXT5024AUG65200PE,,1058.55,2024-08-30,65200.0,0.05,10.0,OPTIDX,PE,NSE_FO
NSE_FO|46908,46908.0,MIDCPNIFTY24JUN11625CE,,340.8,2024-06-24,11625.0,0.05,75.0,OPTIDX,CE,NSE_FO
NSE_FO|46909,46909.0,MIDCPNIFTY24JUN11625PE,,5.4,2024-06-24,11625.0,0.05,75.0,OPTIDX,PE,NSE_FO
NSE_FO|46911,46911.0,NIFTYNXT5024AUG65300CE,,4466.25,2024-08-30,65300.0,0.05,10.0,OPTIDX,CE,NSE_FO
NSE_FO|46912,46912.0,NIFTYNXT5024AUG65300PE,,1088.1,2024-08-30,65300.0,0.05,10.0,OPTIDX,PE,NSE_FO
NSE_FO|46913,46913.0,NIFTYNXT5024AUG65400CE,,4398.15,2024-08-30,65400.0,0.05,10.0,OPTIDX,CE,NSE_FO
NSE_FO|46914,46914.0,NIFTYNXT5024AUG65400PE,,1118.25,2024-08-30,65400.0,0.05,10.0,OPTIDX,PE,NSE_FO
NSE_FO|46915,46915.0,NIFTYNXT5024AUG65500CE,,4330.65,2024-08-30,65500.0,0.05,10.0,OPTIDX,CE,NSE_FO
NSE_FO|46916,46916.0,NIFTYNXT5024AUG65500PE,,1148.95,2024-08-30,65500.0,0.05,10.0,OPTIDX,PE,NSE_FO
NSE_FO|46917,46917.0,NIFTYNXT5024AUG65600CE,,4263.7,2024-08-30,65600.0,0.05,10.0,OPTIDX,CE,NSE_FO
NSE_FO|46918,46918.0,MIDCPNIFTY24JUN11650CE,,465.0,2024-06-24,11650.0,0.05,75.0,OPTIDX,CE,NSE_FO
NSE_FO|46919,46919.0,NIFTYNXT5024AUG65600PE,,1180.25,2024-08-30,65600.0,0.05,10.0,OPTIDX,PE,NSE_FO
NSE_FO|46920,46920.0,MIDCPNIFTY24JUN11650PE,,6.35,2024-06-24,11650.0,0.05,75.0,OPTIDX,PE,NSE_FO
NSE_FO|46921,46921.0,NIFTYNXT5024AUG65700CE,,4197.35,2024-08-30,65700.0,0.05,10.0,OPTIDX,CE,NSE_FO
NSE_FO|46922,46922.0,NIFTYNXT5024AUG65700PE,,1212.15,2024-08-30,65700.0,0.05,10.0,OPTIDX,PE,NSE_FO
NSE_FO|46924,46924.0,NIFTYNXT5024AUG65800CE,,4131.6,2024-08-30,65800.0,0.05,10.0,OPTIDX,CE,NSE_FO
NSE_FO|46925,46925.0,NIFTYNXT5024AUG65800PE,,1244.6,2024-08-30,65800.0,0.05,10.0,OPTIDX,PE,NSE_FO
NSE_FO|46926,46926.0,MIDCPNIFTY24JUN11675CE,,327.8,2024-06-24,11675.0,0.05,75.0,OPTIDX,CE,NSE_FO
NSE_FO|46927,46927.0,MIDCPNIFTY24JUN11675PE,,185.0,2024-06-24,11675.0,0.05,75.0,OPTIDX,PE,NSE_FO
NSE_FO|46928,46928.0,MIDCPNIFTY24JUN11700CE,,425.95,2024-06-24,11700.0,0.05,75.0,OPTIDX,CE,NSE_FO
NSE_FO|46929,46929.0,MIDCPNIFTY24JUN11700PE,,8.6,2024-06-24,11700.0,0.05,75.0,OPTIDX,PE,NSE_FO
NSE_FO|46930,46930.0,NIFTYNXT5024AUG65900CE,,4066.4,2024-08-30,65900.0,0.05,10.0,OPTIDX,CE,NSE_FO
NSE_FO|46931,46931.0,NIFTYNXT5024AUG65900PE,,1277.7,2024-08-30,65900.0,0.05,10.0,OPTIDX,PE,NSE_FO
NSE_FO|46932,46932.0,NIFTYNXT5024AUG66000CE,,4001.85,2024-08-30,66000.0,0.05,10.0,OPTIDX,CE,NSE_FO
NSE_FO|46933,46933.0,NIFTYNXT5024AUG66000PE,,1311.35,2024-08-30,66000.0,0.05,10.0,OPTIDX,PE,NSE_FO
NSE_FO|46934,46934.0,NIFTYNXT5024AUG66100CE,,3937.85,2024-08-30,66100.0,0.05,10.0,OPTIDX,CE,NSE_FO
NSE_FO|46935,46935.0,NIFTYNXT5024AUG66100PE,,1345.6,2024-08-30,66100.0,0.05,10.0,OPTIDX,PE,NSE_FO
NSE_FO|46936,46936.0,BANKNIFTY24JUN47700PE,,18.05,2024-06-26,47700.0,0.05,15.0,OPTIDX,PE,NSE_FO
NSE_FO|46937,46937.0,BANKNIFTY24JUN47800CE,,2527.2,2024-06-26,47800.0,0.05,15.0,OPTIDX,CE,NSE_FO
NSE_FO|46938,46938.0,NIFTYNXT5024AUG66200CE,,3874.45,2024-08-30,66200.0,0.05,10.0,OPTIDX,CE,NSE_FO
NSE_FO|46942,46942.0,MIDCPNIFTY24JUN11725CE,,190.0,2024-06-24,11725.0,0.05,75.0,OPTIDX,CE,NSE_FO
NSE_FO|46943,46943.0,MIDCPNIFTY24JUN11725PE,,9.65,2024-06-24,11725.0,0.05,75.0,OPTIDX,PE,NSE_FO
NSE_FO|46944,46944.0,BANKNIFTY24JUN47800PE,,19.75,2024-06-26,47800.0,0.05,15.0,OPTIDX,PE,NSE_FO
NSE_FO|46945,46945.0,NIFTYNXT5024AUG66200PE,,1380.45,2024-08-30,66200.0,0.05,10.0,OPTIDX,PE,NSE_FO
NSE_FO|46946,46946.0,NIFTYNXT5024AUG66300CE,,3811.7,2024-08-30,66300.0,0.05,10.0,OPTIDX,CE,NSE_FO
NSE_FO|46947,46947.0,BANKNIFTY24JUN47900CE,,2517.05,2024-06-26,47900.0,0.05,15.0,OPTIDX,CE,NSE_FO
NSE_FO|46948,46948.0,NIFTYNXT5024AUG66300PE,,1415.95,2024-08-30,66300.0,0.05,10.0,OPTIDX,PE,NSE_FO
NSE_FO|46949,46949.0,NIFTYNXT5024AUG66400CE,,3749.5,2024-08-30,66400.0,0.05,10.0,OPTIDX,CE,NSE_FO
NSE_FO|46950,46950.0,NIFTYNXT5024AUG66400PE,,1452.0,2024-08-30,66400.0,0.05,10.0,OPTIDX,PE,NSE_FO
NSE_FO|46951,46951.0,MIDCPNIFTY24JUN11750CE,,350.0,2024-06-24,11750.0,0.05,75.0,OPTIDX,CE,NSE_FO
NSE_FO|46952,46952.0,NIFTYNXT5024AUG66500CE,,3687.95,2024-08-30,66500.0,0.05,10.0,OPTIDX,CE,NSE_FO
NSE_FO|46953,46953.0,MIDCPNIFTY24JUN11750PE,,11.4,2024-06-24,11750.0,0.05,75.0,OPTIDX,PE,NSE_FO
