instrument_key,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,option_type,exchange
NSE_FO|64416,64416.0,NIFTY24JUL20800CE,,2872.55,2024-07-25,20800.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|64417,64417.0,NIFTY24JUN23950CE,,31.35,2024-06-27,23950.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|64418,64418.0,NIFTY24JUN23950PE,,412.15,2024-06-27,23950.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|64419,64419.0,NIFTY24JUL20800PE,,10.2,2024-07-25,20800.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|64422,64422.0,NIFTY24JUL20850CE,,2813.35,2024-07-25,20850.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|64423,64423.0,NIFTY24JUN24050CE,,18.35,2024-06-27,24050.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|64425,64425.0,NIFTY24JUN24050PE,,497.65,2024-06-27,24050.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|64426,64426.0,NIFTY24JUN24100CE,,13.4,2024-06-27,24100.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|64427,64427.0,NIFTY24JUN24100PE,,545.2,2024-06-27,24100.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|64428,64428.0,NIFTY24JUN24150CE,,10.3,2024-06-27,24150.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|64429,64429.0,NIFTY24JUN24150PE,,585.0,2024-06-27,24150.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|64430,64430.0,NIFTY24JUN24200CE,,7.65,2024-06-27,24200.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|64431,64431.0,NIFTY24JUN24200PE,,636.65,2024-06-27,24200.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|64432,64432.0,NIFTY24JUN24250CE,,6.4,2024-06-27,24250.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|64433,64433.0,NIFTY24JUN24250PE,,686.85,2024-06-27,24250.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|64434,64434.0,NIFTY24JUN24300CE,,5.15,2024-06-27,24300.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|64435,64435.0,NIFTY24JUN24300PE,,735.7,2024-06-27,24300.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|64436,64436.0,NIFTY24JUN24350CE,,4.35,2024-06-27,24350.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|64437,64437.0,NIFTY24JUN24350PE,,784.8,2024-06-27,24350.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|64438,64438.0,NIFTY24JUN24400CE,,3.75,2024-06-27,24400.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|64439,64439.0,NIFTY24JUN24400PE,,835.3,2024-06-27,24400.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|64440,64440.0,NIFTY24JUN24450CE,,3.4,2024-06-27,24450.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|64441,64441.0,NIFTY24JUL20850PE,,11.1,2024-07-25,20850.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|64442,64442.0,NIFTY24JUL20900CE,,2765.05,2024-07-25,20900.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|64443,64443.0,NIFTY24JUN24450PE,,877.2,2024-06-27,24450.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|64444,64444.0,NIFTY24JUN24500CE,,2.95,2024-06-27,24500.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|64445,64445.0,NIFTY24JUN24500PE,,929.45,2024-06-27,24500.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|64446,64446.0,NIFTY24JUN24550CE,,2.7,2024-06-27,24550.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|64447,64447.0,NIFTY24JUN24550PE,,981.9,2024-06-27,24550.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|64448,64448.0,NIFTY24JUN24600CE,,2.45,2024-06-27,24600.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|64449,64449.0,NIFTY24JUN24600PE,,1018.75,2024-06-27,24600.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|64451,64451.0,NIFTY24JUN24650CE,,2.4,2024-06-27,24650.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|64452,64452.0,NIFTY24JUN24650PE,,1081.65,2024-06-27,24650.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|64453,64453.0,NIFTY24JUL20900PE,,11.05,2024-07-25,20900.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|64454,64454.0,NIFTY24JUL20950CE,,2725.3,2024-07-25,20950.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|64461,64461.0,NIFTY24JUN24700CE,,2.25,2024-06-27,24700.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|64462,64462.0,NIFTY24JUN24700PE,,1131.55,2024-06-27,24700.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|64463,64463.0,NIFTY24JUN24750CE,,2.1,2024-06-27,24750.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|64465,64465.0,NIFTY24JUN24750PE,,1183.6,2024-06-27,24750.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|64466,64466.0,NIFTY24JUN24800CE,,2.15,2024-06-27,24800.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|64467,64467.0,NIFTY24JUN24800PE,,1220.0,2024-06-27,24800.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|64468,64468.0,NIFTY24JUN24850CE,,1.7,2024-06-27,24850.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|64469,64469.0,NIFTY24JUN24850PE,,1279.15,2024-06-27,24850.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|64470,64470.0,NIFTY24JUN24900CE,,1.8,2024-06-27,24900.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|64471,64471.0,NIFTY24JUN24900PE,,1329.05,2024-06-27,24900.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|64473,64473.0,NIFTY24JUN24950CE,,1.7,2024-06-27,24950.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|64474,64474.0,NIFTY24JUN24950PE,,1370.05,2024-06-27,24950.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|64475,64475.0,NIFTY24JUN25050CE,,1.95,2024-06-27,25050.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|64476,64476.0,NIFTY24JUN25050PE,,1483.95,2024-06-27,25050.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|64477,64477.0,NIFTY24JUN25100CE,,1.65,2024-06-27,25100.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|64478,64478.0,NIFTY24JUN25100PE,,1533.9,2024-06-27,25100.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|64479,64479.0,NIFTY24JUN25150CE,,1.85,2024-06-27,25150.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|64481,64481.0,NIFTY24JUL20950PE,,12.0,2024-07-25,20950.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|64482,64482.0,NIFTY24JUL21000CE,,2666.6,2024-07-25,21000.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|64485,64485.0,NIFTY24JUL21000PE,,12.9,2024-07-25,21000.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|64486,64486.0,NIFTY24JUN25150PE,,1573.8,2024-06-27,25150.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|64487,64487.0,NIFTY24JUL21050CE,,2628.5,2024-07-25,21050.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|64488,64488.0,NIFTY24JUL21050PE,,17.15,2024-07-25,21050.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|64491,64491.0,NIFTY24JUL21100CE,,2578.5,2024-07-25,21100.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|64494,64494.0,NIFTY24JUN25200CE,,1.5,2024-06-27,25200.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|64495,64495.0,NIFTY24JUN25200PE,,1629.75,2024-06-27,25200.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|64496,64496.0,NIFTY24JUN25250CE,,,2024-06-27,25250.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|64497,64497.0,NIFTY24JUN25250PE,,,2024-06-27,25250.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|64498,64498.0,NIFTY24JUN25300CE,,,2024-06-27,25300.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|64499,64499.0,NIFTY24JUN25300PE,,,2024-06-27,25300.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|64500,64500.0,NIFTY24JUL21100PE,,14.55,2024-07-25,21100.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|64501,64501.0,NIFTY24JUL21150CE,,2518.95,2024-07-25,21150.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|64522,64522.0,NIFTY24JUL21150PE,,11.25,2024-07-25,21150.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|64523,64523.0,NIFTY24JUL21200CE,,2481.45,2024-07-25,21200.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|64532,64532.0,NIFTY24JUL21200PE,,14.2,2024-07-25,21200.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|64533,64533.0,NIFTY24JUL21250CE,,2429.45,2024-07-25,21250.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|64534,64534.0,NIFTY24JUL21250PE,,15.0,2024-07-25,21250.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|64535,64535.0,NIFTY24JUL21300CE,,2374.95,2024-07-25,21300.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|64550,64550.0,NIFTY25MAR17000CE,,6546.85,2025-03-27,17000.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|64551,64551.0,NIFTY25MAR17000PE,,7.65,2025-03-27,17000.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|64552,64552.0,NIFTY25MAR18000CE,,5634.6,2025-03-27,18000.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|64553,64553.0,NIFTY25MAR18000PE,,24.15,2025-03-27,18000.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|64554,64554.0,NIFTY25MAR19000CE,,4745.3,2025-03-27,19000.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|64555,64555.0,NIFTY25MAR19000PE,,63.55,2025-03-27,19000.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|64556,64556.0,NIFTY25MAR20000CE,,3896.85,2025-03-27,20000.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|64557,64557.0,NIFTY25MAR20000PE,,160.0,2025-03-27,20000.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|64560,64560.0,NIFTY25MAR21000CE,,3110.65,2025-03-27,21000.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|64561,64561.0,NIFTY25MAR21000PE,,235.0,2025-03-27,21000.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|64562,64562.0,NIFTY25MAR22000CE,,2408.3,2025-03-27,22000.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|64563,64563.0,NIFTY25MAR22000PE,,371.1,2025-03-27,22000.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|64564,64564.0,NIFTY25MAR23000CE,,1804.3,2025-03-27,23000.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|64565,64565.0,NIFTY25MAR23000PE,,561.0,2025-03-27,23000.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|64566,64566.0,NIFTY25MAR24000CE,,1308.5,2025-03-27,24000.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|64567,64567.0,NIFTY25MAR24000PE,,1270.15,2025-03-27,24000.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|64570,64570.0,NIFTY25MAR25000CE,,918.35,2025-03-27,25000.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|64571,64571.0,NIFTY25MAR25000PE,,1268.6,2025-03-27,25000.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|64572,64572.0,NIFTY25MAR26000CE,,624.25,2025-03-27,26000.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|64573,64573.0,NIFTY25MAR26000PE,,2443.3,2025-03-27,26000.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|64576,64576.0,NIFTY25MAR27000CE,,282.0,2025-03-27,27000.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|64577,64577.0,NIFTY25MAR27000PE,,3159.85,2025-03-27,27000.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|64578,64578.0,NIFTY25MAR28000CE,,264.0,2025-03-27,28000.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|64579,64579.0,NIFTY25MAR28000PE,,3940.45,2025-03-27,28000.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|64582,64582.0,NIFTY25MAR29000CE,,,2025-03-27,29000.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|64583,64583.0,NIFTY25MAR29000PE,,,2025-03-27,29000.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|64686,64686.0,NIFTY24JUL21300PE,,15.25,2024-07-25,21300.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|64687,64687.0,NIFTY24JUL21350CE,,2325.2,2024-07-25,21350.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|64702,64702.0,NIFTY24JUL21350PE,,14.65,2024-07-25,21350.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|64703,64703.0,NIFTY24JUL21400CE,,2275.6,2024-07-25,21400.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|64706,64706.0,NIFTY24JUL21400PE,,16.75,2024-07-25,21400.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|64707,64707.0,NIFTY24JUL21450CE,,2059.35,2024-07-25,21450.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|64708,64708.0,NIFTY24JUL21450PE,,18.0,2024-07-25,21450.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|64709,64709.0,NIFTY24JUL21500CE,,2178.7,2024-07-25,21500.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|64710,64710.0,NIFTY24JUL21500PE,,18.85,2024-07-25,21500.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|64711,64711.0,NIFTY24JUL21550CE,,2129.6,2024-07-25,21550.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|64820,64820.0,NIFTY24JUL21550PE,,19.85,2024-07-25,21550.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|64827,64827.0,NIFTY24JUL21600CE,,2080.0,2024-07-25,21600.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|64830,64830.0,NIFTY24JUL21600PE,,20.9,2024-07-25,21600.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|64831,64831.0,NIFTY24JUL21650CE,,2044.1,2024-07-25,21650.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|64832,64832.0,NIFTY24JUL21650PE,,37.9,2024-07-25,21650.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|64833,64833.0,NIFTY24JUL21700CE,,1845.25,2024-07-25,21700.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|64834,64834.0,NIFTY24JUL21700PE,,23.55,2024-07-25,21700.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|64835,64835.0,NIFTY24JUL21750CE,,1945.0,2024-07-25,21750.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|64844,64844.0,NIFTY24JUL21750PE,,32.0,2024-07-25,21750.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|64845,64845.0,NIFTY24JUL21800CE,,1895.9,2024-07-25,21800.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|64852,64852.0,NIFTY24JUL21800PE,,26.45,2024-07-25,21800.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|64853,64853.0,NIFTY24JUL21850CE,,1681.55,2024-07-25,21850.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|64860,64860.0,NIFTY24JUL21850PE,,28.45,2024-07-25,21850.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|64861,64861.0,NIFTY24JUL21900CE,,1789.95,2024-07-25,21900.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|64866,64866.0,NIFTY24JUL21900PE,,29.65,2024-07-25,21900.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|64867,64867.0,NIFTY24JUL21950CE,,1763.8,2024-07-25,21950.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|64876,64876.0,NIFTY24JUL21950PE,,32.2,2024-07-25,21950.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|64877,64877.0,NIFTY24JUL22000CE,,1703.85,2024-07-25,22000.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|64894,64894.0,NIFTY24JUL22000PE,,36.25,2024-07-25,22000.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|64895,64895.0,NIFTY24JUL22050CE,,1661.5,2024-07-25,22050.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|64920,64920.0,NIFTY24JUL22050PE,,37.4,2024-07-25,22050.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|64923,64923.0,NIFTY24JUL22100CE,,1610.0,2024-07-25,22100.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|64928,64928.0,NIFTY24JUL22100PE,,39.3,2024-07-25,22100.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|64929,64929.0,NIFTY24JUL22150CE,,1597.85,2024-07-25,22150.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|64932,64932.0,NIFTY24JUL22150PE,,41.75,2024-07-25,22150.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|64933,64933.0,NIFTY24JUL22200CE,,1525.0,2024-07-25,22200.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|64940,64940.0,NIFTY24JUL22200PE,,45.2,2024-07-25,22200.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|64941,64941.0,NIFTY24JUL22250CE,,1464.9,2024-07-25,22250.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|64948,64948.0,NIFTY24JUL22250PE,,48.45,2024-07-25,22250.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|64953,64953.0,NIFTY24JUL22300CE,,1459.95,2024-07-25,22300.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|64960,64960.0,NIFTY24JUL22300PE,,52.05,2024-07-25,22300.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|64961,64961.0,NIFTY24JUL22350CE,,1380.75,2024-07-25,22350.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|64966,64966.0,NIFTY24JUL22350PE,,57.15,2024-07-25,22350.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|64967,64967.0,NIFTY24JUL22400CE,,1338.3,2024-07-25,22400.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|64980,64980.0,NIFTY24JUL22400PE,,60.5,2024-07-25,22400.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|64983,64983.0,NIFTY24JUL22450CE,,1281.55,2024-07-25,22450.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|64998,64998.0,NIFTY24JUL22450PE,,67.65,2024-07-25,22450.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|65001,65001.0,NIFTY24JUL22500CE,,1253.55,2024-07-25,22500.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|65002,65002.0,NIFTY24JUL22500PE,,72.35,2024-07-25,22500.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|65003,65003.0,NIFTY24JUL22550CE,,1202.05,2024-07-25,22550.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|65004,65004.0,NIFTY24JUL22550PE,,77.4,2024-07-25,22550.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|65005,65005.0,NIFTY24JUL22600CE,,1165.6,2024-07-25,22600.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|65008,65008.0,NIFTY24JUL22600PE,,82.45,2024-07-25,22600.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|65009,65009.0,NIFTY24JUL22650CE,,1116.15,2024-07-25,22650.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|65010,65010.0,NIFTY24JUL22650PE,,89.85,2024-07-25,22650.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|65013,65013.0,NIFTY24JUL22700CE,,1082.8,2024-07-25,22700.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|65031,65031.0,NIFTY24JUL22700PE,,95.9,2024-07-25,22700.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|65032,65032.0,NIFTY24JUL22750CE,,1037.75,2024-07-25,22750.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|65038,65038.0,NIFTY24JUL22750PE,,104.75,2024-07-25,22750.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|65039,65039.0,NIFTY24JUL22800CE,,1002.2,2024-07-25,22800.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|65040,65040.0,NIFTY24JUL22800PE,,111.95,2024-07-25,22800.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|65041,65041.0,NIFTY24JUL22850CE,,963.85,2024-07-25,22850.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|65044,65044.0,NIFTY24JUL22850PE,,120.15,2024-07-25,22850.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|65045,65045.0,NIFTY24JUL22900CE,,914.9,2024-07-25,22900.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|65048,65048.0,NIFTY24JUL22900PE,,128.9,2024-07-25,22900.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|65049,65049.0,NIFTY24JUL22950CE,,872.4,2024-07-25,22950.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|65092,65092.0,NIFTY24JUL22950PE,,140.1,2024-07-25,22950.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|65093,65093.0,NIFTY24JUL23000CE,,837.6,2024-07-25,23000.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|65104,65104.0,NIFTY24JUL23000PE,,149.75,2024-07-25,23000.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|65105,65105.0,NIFTY24JUL23050CE,,796.15,2024-07-25,23050.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|65108,65108.0,NIFTY24JUL23050PE,,159.65,2024-07-25,23050.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|65109,65109.0,NIFTY24JUL23100CE,,762.0,2024-07-25,23100.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|65166,65166.0,NIFTY24JUL23100PE,,172.2,2024-07-25,23100.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|65167,65167.0,NIFTY24JUL23150CE,,734.15,2024-07-25,23150.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|65168,65168.0,NIFTY24JUL23150PE,,185.15,2024-07-25,23150.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|65181,65181.0,NIFTY24JUL23200CE,,689.25,2024-07-25,23200.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|65184,65184.0,NIFTY24JUL23200PE,,197.8,2024-07-25,23200.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|65185,65185.0,NIFTY24JUL23250CE,,650.7,2024-07-25,23250.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|65194,65194.0,NIFTY24JUL23250PE,,211.25,2024-07-25,23250.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|65195,65195.0,NIFTY24JUL23300CE,,618.25,2024-07-25,23300.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|65200,65200.0,NIFTY24JUL23300PE,,226.2,2024-07-25,23300.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|65201,65201.0,NIFTY24JUL23350CE,,583.7,2024-07-25,23350.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|65204,65204.0,NIFTY24JUL23350PE,,242.1,2024-07-25,23350.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|65205,65205.0,NIFTY24JUL23400CE,,546.85,2024-07-25,23400.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|65212,65212.0,NIFTY24JUL23400PE,,257.1,2024-07-25,23400.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|65213,65213.0,NIFTY24JUL23450CE,,515.45,2024-07-25,23450.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|65214,65214.0,NIFTY24JUL23450PE,,274.2,2024-07-25,23450.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|65215,65215.0,NIFTY24JUL23500CE,,480.65,2024-07-25,23500.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|65232,65232.0,NIFTY24JUL23500PE,,290.3,2024-07-25,23500.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|65233,65233.0,NIFTY24JUL23550CE,,451.85,2024-07-25,23550.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|65236,65236.0,NIFTY24JUL23550PE,,309.3,2024-07-25,23550.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|65237,65237.0,NIFTY24JUL23600CE,,422.45,2024-07-25,23600.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|65240,65240.0,NIFTY24JUL23600PE,,330.65,2024-07-25,23600.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|65241,65241.0,NIFTY24JUL23650CE,,395.1,2024-07-25,23650.0,0.05,25.0,OPTIDX,CE,NSE_FO
NSE_FO|65248,65248.0,NIFTY24JUL23650PE,,353.45,2024-07-25,23650.0,0.05,25.0,OPTIDX,PE,NSE_FO
NSE_FO|65249,65249.0,NIFTY24JUL23700CE,,364.4,2024-07-25,23700.0,0.05,25.0,OPTIDX,CE,NSE_FO
